strategy,strategy_label,symbol,contribution_interval,start,end,contributed_usd,invested_usd,ending_cash_usd,ending_value_usd,return_pct,deployment_pct,max_drawdown_pct,trade_count
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,2d,2021-01-01,2026-04-29,97300.00,97300.00,0.00,143523.76,47.51,100.00,60.34,973
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,2d,2021-01-01,2026-04-29,97300.00,97300.00,0.00,133269.77,36.97,100.00,52.68,973
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,118590.09,82.73,100.00,46.69,649
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,65955.05,1.63,100.00,65.42,649
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,92272.57,42.18,100.00,57.12,1298
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,94016.44,44.86,100.00,59.03,649
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,101615.53,56.57,100.00,52.13,649
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,90528.71,39.49,100.00,54.75,649
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,95758.52,47.55,100.00,58.88,649
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,115841.28,78.49,100.00,49.34,793
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,93631.91,44.27,100.00,58.23,649
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,90913.24,40.08,100.00,55.95,649
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,95327.18,46.88,100.00,61.05,649
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,3d,2021-01-01,2026-04-29,64900.00,64900.00,0.00,89217.97,37.47,100.00,52.42,649
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,71775.77,84.04,100.00,45.63,390
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,39793.59,2.03,100.00,62.79,390
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,55784.68,43.04,100.00,54.48,780
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,57365.06,47.09,100.00,56.59,390
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,60430.91,54.95,100.00,50.68,390
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,54204.31,38.99,100.00,52.65,390
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,58265.15,49.40,100.00,56.92,390
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,70135.96,79.84,100.00,47.33,474
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,56737.92,45.48,100.00,55.45,390
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,54831.45,40.59,100.00,53.48,390
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,57849.24,48.33,100.00,58.45,390
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,5d,2021-01-01,2026-04-30,39000.00,39000.00,0.00,53720.12,37.74,100.00,51.98,390
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,296722.27,87.68,100.00,47.86,1581
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,163400.68,3.35,100.00,60.07,1581
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,230061.48,45.52,100.00,52.23,3162
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,237741.45,50.37,100.00,51.59,1581
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,248145.60,56.95,100.00,51.47,1581
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,222381.50,40.66,100.00,52.90,1581
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,239413.70,51.43,100.00,51.96,1581
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,291444.13,84.34,100.00,48.15,1828
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,238934.86,51.13,100.00,50.94,1581
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,221188.09,39.90,100.00,53.55,1581
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,250351.38,58.35,100.00,50.25,1581
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,1d,2022-01-01,2026-04-30,158100.00,158100.00,0.00,209771.57,32.68,100.00,54.42,1581
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,148456.21,87.68,100.00,47.85,791
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,81772.42,3.38,100.00,58.91,791
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,115114.32,45.53,100.00,52.22,1582
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,118700.30,50.06,100.00,51.59,791
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,124015.69,56.78,100.00,51.49,791
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,111528.33,41.00,100.00,52.87,791
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,119616.68,51.22,100.00,51.95,791
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,145866.13,84.41,100.00,48.15,915
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,120334.89,52.13,100.00,50.83,791
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,109893.75,38.93,100.00,53.67,791
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,125285.52,58.39,100.00,50.24,791
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,2d,2022-01-01,2026-04-30,79100.00,79100.00,0.00,104943.12,32.67,100.00,54.41,791
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,98922.60,87.71,100.00,46.40,527
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,55197.58,4.74,100.00,58.13,527
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,77060.09,46.22,100.00,50.84,1054
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,79674.77,51.19,100.00,50.15,527
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,83231.72,57.93,100.00,50.08,527
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,74445.42,41.26,100.00,51.57,527
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,80255.64,52.29,100.00,50.60,527
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,97170.92,84.39,100.00,46.69,608
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,79618.10,51.08,100.00,49.59,527
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,74502.09,41.37,100.00,52.13,527
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,83841.55,59.09,100.00,48.76,527
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,3d,2022-01-01,2026-04-28,52700.00,52700.00,0.00,70278.64,33.36,100.00,53.17,527
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,59419.94,87.44,100.00,45.08,317
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,32716.51,3.21,100.00,58.55,317
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,46068.23,45.33,100.00,50.01,634
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,47969.12,51.32,100.00,49.20,317
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,49252.73,55.37,100.00,49.36,317
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,44167.34,39.33,100.00,50.88,317
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,48243.73,52.19,100.00,49.65,317
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,58506.44,84.56,100.00,45.39,362
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,48245.72,52.19,100.00,48.43,317
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,43890.74,38.46,100.00,51.66,317
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,50139.07,58.17,100.00,47.72,317
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,5d,2022-01-01,2026-04-30,31700.00,31700.00,0.00,41997.38,32.48,100.00,52.53,317
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,184793.14,51.97,100.00,46.65,1216
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,115613.91,-4.92,100.00,58.06,1216
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,150203.53,23.52,100.00,51.36,2432
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,142232.40,16.97,100.00,51.81,1216
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,169370.55,39.28,100.00,49.98,1216
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,158174.66,30.08,100.00,50.96,1216
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,140643.76,15.66,100.00,52.71,1216
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,182106.93,49.76,100.00,47.01,1416
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,156632.17,28.81,100.00,49.72,1216
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,143774.89,18.24,100.00,53.06,1216
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,169330.27,39.25,100.00,48.65,1216
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,1d,2023-01-01,2026-04-30,121600.00,121600.00,0.00,131076.79,7.79,100.00,54.54,1216
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,91841.71,51.06,100.00,44.35,608
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,57690.67,-5.11,100.00,57.86,608
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,74766.19,22.97,100.00,48.60,1216
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,70933.32,16.67,100.00,48.94,608
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,84161.24,38.42,100.00,47.43,608
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,78599.06,29.27,100.00,48.30,608
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,70211.91,15.48,100.00,49.79,608
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,90516.70,48.88,100.00,44.67,706
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,77580.50,27.60,100.00,47.15,608
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,71951.88,18.34,100.00,50.09,608
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,84144.34,38.40,100.00,46.15,608
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,2d,2023-01-01,2026-04-29,60800.00,60800.00,0.00,65388.03,7.55,100.00,52.16,608
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,61725.89,52.03,100.00,46.10,406
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,38626.11,-4.86,100.00,57.86,406
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,50176.00,23.59,100.00,50.35,812
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,47631.93,17.32,100.00,50.68,406
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,56096.87,38.17,100.00,49.24,406
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,52720.07,29.85,100.00,50.06,406
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,47020.38,15.81,100.00,51.57,406
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,60779.57,49.70,100.00,46.42,474
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,52199.68,28.57,100.00,48.85,406
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,48152.32,18.60,100.00,51.90,406
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,56480.33,39.11,100.00,47.91,406
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,3d,2023-01-01,2026-04-30,40600.00,40600.00,0.00,43871.67,8.06,100.00,53.25,406
btc_only_weekly,btc_only_weekly,BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,37145.71,52.24,100.00,43.39,244
eth_only_weekly,eth_only_weekly,BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,23200.82,-4.91,100.00,56.43,244
equal_split_weekly,equal_split_weekly,BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,30173.27,23.66,100.00,48.39,488
risk_on_eth_risk_off_btc,risk_on_eth_risk_off_btc(window_days=50),BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,28925.95,18.55,100.00,48.66,244
buy_further_below_ma_weekly,buy_further_below_ma_weekly(window_days=50),BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,33422.97,36.98,100.00,47.23,244
buy_eth_below_ma_otherwise_btc,buy_eth_below_ma_otherwise_btc(window_days=50),BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,31420.59,28.77,100.00,48.15,244
buy_btc_below_ma_otherwise_eth,buy_btc_below_ma_otherwise_eth(window_days=50),BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,28421.78,16.48,100.00,49.79,244
btc_core_eth_overlay,"btc_core_eth_overlay(ma_window_days=50,return_window_days=84,eth_weight=0.30)",BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,36645.76,50.19,100.00,43.70,282
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=28),BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,31366.19,28.55,100.00,46.49,244
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=28),BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,28980.34,18.77,100.00,50.33,244
buy_stronger_return_weekly,buy_stronger_return_weekly(window_days=84),BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,33938.40,39.09,100.00,45.30,244
buy_weaker_return_weekly,buy_weaker_return_weekly(window_days=84),BTC-USD+ETH-USD,5d,2023-01-01,2026-04-30,24400.00,24400.00,0.00,26408.13,8.23,100.00,51.97,244
